currency,pathway,quarter,p05,p10,p25,p50,p75,p90,p95
CNY,retrenchment,2035Q2,0.0,0.23400910825299687,1.3672069280584984,2.6529443321605903,3.977845899586093,5.157604733041534,5.864223992006216
CNY,retrenchment,2035Q3,0.0,0.19183778462631057,1.3545038646972785,2.6682652327223613,4.0372592951647635,5.248474521624905,5.949750872647589
CNY,retrenchment,2035Q4,0.0,0.14325090982480462,1.3397223259286974,2.6793677321196263,4.081001181914013,5.328940277217314,6.0567383003963
CNY,demonstration,2026Q2,1.8280904918758378,1.8736233228598282,1.9449950260975868,2.008922866549158,2.0706549438261925,2.1440649249455785,2.208847820404593
CNY,demonstration,2026Q3,1.772085845896274,1.832183367079503,1.9256733481372552,2.0304277208576753,2.139962990594469,2.263104695740348,2.364521265828531
CNY,demonstration,2026Q4,1.722779309985627,1.792889349184743,1.917871722997997,2.059922938435437,2.2025434380007263,2.3634591876265896,2.4697369425207487
CNY,demonstration,2027Q1,1.6718718267655825,1.7627933115969041,1.9141958012537437,2.088301922068534,2.268462406033625,2.452253225078046,2.5783072861873872
CNY,demonstration,2027Q2,1.6328717831986703,1.7388433812670745,1.9122620957468435,2.116745248923625,2.330611865730308,2.5398741640628466,2.679242641666725
CNY,demonstration,2027Q3,1.5876781663507256,1.7121197772464154,1.9123476257992094,2.1441140324620633,2.3867853280806486,2.6198698106235363,2.769049718425534
CNY,demonstration,2027Q4,1.5487256725220866,1.6913626803353772,1.9118736720355574,2.17470647467805,2.4450891745873418,2.7112625641387345,2.8669601526746806
CNY,demonstration,2028Q1,1.5061255151539856,1.6687375594503053,1.9131800372732801,2.2058196533740206,2.5012738172261835,2.794781498131095,2.9571748960552515
CNY,demonstration,2028Q2,1.4626902054253903,1.640983112769897,1.9128289433489565,2.230927493696705,2.554387028096016,2.8638968761999632,3.05293482333321
CNY,demonstration,2028Q3,1.4176732099922795,1.598289756968439,1.9049778848454724,2.24569476437921,2.5979922509658793,2.92964653830886,3.131887839813756
CNY,demonstration,2028Q4,1.350771678775109,1.5496398640986286,1.8790364456033866,2.2554815176352383,2.633419461013899,2.989947206710223,3.216831104922532
CNY,demonstration,2029Q1,1.253035378977341,1.4772210504138354,1.847457898877142,2.2601974232070936,2.663736357806796,3.057428112739925,3.2825967016095197
CNY,demonstration,2029Q2,1.1673970630364325,1.401551935441055,1.800958433943528,2.2467611482534817,2.6965437330711266,3.103461996624466,3.3463293087291692
CNY,demonstration,2029Q3,1.0472499929273997,1.3105795626715389,1.7473258442182114,2.229596857673783,2.721959025642373,3.1412892280951077,3.416366462992353
CNY,demonstration,2029Q4,0.9225290280744599,1.2198884052775785,1.6787091190243444,2.2061471430967776,2.734391210768899,3.1923513460109842,3.4725373816826237
CNY,demonstration,2030Q1,0.7929212042125867,1.089610180134232,1.5979388115672806,2.1744722008892072,2.736117006883218,3.2304941732521266,3.534705261072789
CNY,demonstration,2030Q2,0.6590629437582461,0.9784665781876163,1.5090140007331834,2.125324190185942,2.7347543053491714,3.25044388118415,3.575588592264357
CNY,demonstration,2030Q3,0.5012502697573188,0.8460791076660458,1.4097465986675022,2.0738761066974996,2.7248712428116417,3.2734331542950597,3.605084363460562
CNY,demonstration,2030Q4,0.34522662471532506,0.6960897914553388,1.3103213525550679,2.012910343051986,2.699075245770552,3.2828106582258,3.6368708061348722
CNY,demonstration,2031Q1,0.16681107900130973,0.5491568250103867,1.2107794328563286,1.9324838315643276,2.6525456548245243,3.284784466343484,3.642228666731182
CNY,demonstration,2031Q2,0.008636764124870208,0.40668393038041867,1.0920305587716792,1.8545905750221148,2.601038115462014,3.274439272637734,3.647330117778508
CNY,demonstration,2031Q3,0.0,0.24807080395996345,0.9676892290208651,1.755518629911665,2.5396717238094118,3.2501942479447616,3.6360253008541465
CNY,demonstration,2031Q4,0.0,0.09586687823645323,0.8395239653200665,1.66007403544532,2.4683132465628943,3.187100575752327,3.618928050571843
CNY,demonstration,2032Q1,0.0,0.0,0.7002948839685654,1.5445177721103538,2.383102542061256,3.1332591182154403,3.5778437511284076
CNY,demonstration,2032Q2,0.0,0.0,0.5678098547537592,1.42863823214154,2.2901081846531954,3.058605850418386,3.520899481328954
CNY,demonstration,2032Q3,0.0,0.0,0.4294940489866415,1.307142454427211,2.1916561316854213,2.984369688581293,3.462353291658118
CNY,demonstration,2032Q4,0.0,0.0,0.28757123350946573,1.1935531413160687,2.094314089689081,2.9101886164293127,3.395233852355683
CNY,demonstration,2033Q1,0.0,0.0,0.15718922655536077,1.0845390877600871,2.0129083223552104,2.8424672833606475,3.333616548146182
CNY,demonstration,2033Q2,0.0,0.0,0.027850141670932416,0.9662765558879957,1.9237606661190634,2.741424263662016,3.283175801497868
CNY,demonstration,2033Q3,0.0,0.0,0.0,0.8469814696532929,1.8336898513493067,2.667741540211715,3.223467668864477
CNY,demonstration,2033Q4,0.0,0.0,0.0,0.7328336365600641,1.7399374479678658,2.605005292361465,3.1472974310954718
CNY,demonstration,2034Q1,0.0,0.0,0.0,0.6282534997769352,1.6401730910185626,2.533774343646795,3.077071604534049
CNY,demonstration,2034Q2,0.0,0.0,0.0,0.5096347183278892,1.5437484543571858,2.456211846626222,3.0227164874712673
CNY,demonstration,2034Q3,0.0,0.0,0.0,0.39612213361962,1.4523309834777542,2.3880577218050534,2.9597757380389065
CNY,demonstration,2034Q4,0.0,0.0,0.0,0.27808200957656304,1.3586180343521703,2.315978492064373,2.9080784550001644
CNY,demonstration,2035Q1,0.0,0.0,0.0,0.17549913894922042,1.2617245193020301,2.2386920351243935,2.864993080507323
CNY,demonstration,2035Q2,0.0,0.0,0.0,0.05500765940069885,1.15954683666496,2.1723396721179515,2.79907054031936
CNY,demonstration,2035Q3,0.0,0.0,0.0,0.0,1.0692995286613962,2.1140307819526063,2.7455585024996956
CNY,demonstration,2035Q4,0.0,0.0,0.0,0.0,0.9702261813908938,2.037176477200051,2.678575990342875
